show_id,title,type,release_year,date_added,date_added_year,date_added_month,rating,rating_system,rating_group,is_unrated,duration,duration_value,duration_unit,description
s5029,Mute,Movie,2018,2018-02-23,2018,2,TV-MA,TV Parental Guidelines,Mature,False,127 min,127,min,"When his girlfriend vanishes, a mute man ventures into a near-future Berlin's seamy underworld, where his actions speak louder than words."
s503,Tango With Me,Movie,2010,2021-07-07,2021,7,TV-14,TV Parental Guidelines,Teen,False,104 min,104,min,A newly married couple journeys through self-discovery and healing while dealing with the aftermath of a traumatic event on their wedding night.
s5030,Seven Seconds,TV Show,2018,2018-02-23,2018,2,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,The death of a 15-year-old African American boy in Jersey City sets off a police cover-up and a search for the truth.
s5031,Hitler's Circle of Evil,TV Show,2017,2018-02-22,2018,2,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,"Surviving power struggles, betrayals and plots, Hitler's inner circle of Nazi leaders seizes control of Germany and designs its disastrous future."
s5032,Forgotten,Movie,2017,2018-02-21,2018,2,TV-MA,TV Parental Guidelines,Mature,False,109 min,109,min,"When his abducted brother returns seemingly a different man with no memory of the past 19 days, Jin-seok chases after the truth behind the kidnapping."
s5033,The Frankenstein Chronicles,TV Show,2017,2018-02-20,2018,2,TV-MA,TV Parental Guidelines,Mature,False,2 Seasons,2,season,"A detective tracks what seems to be a killer with a taste for dismemberment in 1827 London, but the case leads in a far more terrifying direction."
s5034,FullMetal Alchemist,Movie,2017,2018-02-19,2018,2,TV-PG,TV Parental Guidelines,Family,False,134 min,134,min,"While alchemist Edward Elric searches for a way to restore his brother Al's body, the military government and mysterious monsters are watching closely."
s5035,Agustín Aristarán: Soy Rada,Movie,2018,2018-02-16,2018,2,TV-MA,TV Parental Guidelines,Mature,False,60 min,60,min,"Argentine comedian Agustín ""Radagast"" Aristarán adds doses of magic, music and acting to his high-energy stand-up routine."
s5036,Dragons: Race to the Edge,TV Show,2018,2018-02-16,2018,2,TV-Y7,TV Parental Guidelines,Kids,False,6 Seasons,6,season,"From the creators of ""How to Train Your Dragon"" comes an all-new Netflix original series that takes Hiccup and Toothless to the edge of adventure!"
s5037,Everything Sucks!,TV Show,2018,2018-02-16,2018,2,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,"It's 1996 in a town called Boring, where high school misfits in the AV and drama clubs brave the ups and downs of teenage life in the VHS era."
s5038,Irreplaceable You,Movie,2018,2018-02-16,2018,2,TV-MA,TV Parental Guidelines,Mature,False,96 min,96,min,"A stunning cancer diagnosis spurs Abbie to seek a future girlfriend for fiancé and childhood sweetheart Sam, who's clueless when it comes to dating."
s5039,Re:Mind,TV Show,2017,2018-02-15,2018,2,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,"Eleven high school classmates awaken, restrained to a large dining room. While fearing for their lives, they question a motive to this bizarre act."
s504,The Mire,TV Show,2021,2021-07-07,2021,7,TV-MA,TV Parental Guidelines,Mature,False,2 Seasons,2,season,"In an early-'80s Polish town, a prostitute and a youth leader are found killed, but the police's handling of the case makes two journalists suspicious."
s5040,Chris Rock: Tamborine,Movie,2018,2018-02-14,2018,2,TV-MA,TV Parental Guidelines,Mature,False,65 min,65,min,"Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics."
s5041,Love Per Square Foot,Movie,2018,2018-02-14,2018,2,TV-14,TV Parental Guidelines,Teen,False,133 min,133,min,"Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience."
s5042,Seeing Allred,Movie,2018,2018-02-09,2018,2,TV-14,TV Parental Guidelines,Teen,False,96 min,96,min,"Explore the public and private sides of feminist firebrand attorney Gloria Allred, who's battled some of the biggest names in politics and business."
s5043,The Ritual,Movie,2018,2018-02-09,2018,2,TV-MA,TV Parental Guidelines,Mature,False,95 min,95,min,"Four friends with a long-standing – but strained – connection take a hiking trip into the Swedish wilderness, from which they may never return."
s5044,The Trader (Sovdagari),Movie,2018,2018-02-09,2018,2,TV-PG,TV Parental Guidelines,Family,False,24 min,24,min,"A traveling trader provides a window into rural life in the Republic of Georgia, where potatoes are currency and ambition is crushed by poverty."
s5045,When We First Met,Movie,2018,2018-02-09,2018,2,TV-14,TV Parental Guidelines,Teen,False,97 min,97,min,"Using a magical photo booth that sends him back in time, Noah relives the night he met Avery over and over, trying to persuade her to fall for him."
s5046,Fred Armisen: Standup For Drummers,Movie,2018,2018-02-06,2018,2,TV-PG,TV Parental Guidelines,Family,False,65 min,65,min,"For an audience of drummers, comedian Fred Armisen shares and demonstrates his thoughts on musical genres, drummer quirks, regional accents and more."
s5047,Valor,TV Show,2017,2018-02-06,2018,2,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,"Following an unsuccessful mission in Somalia, the two surviving members of a U.S. Army helicopter crew are embroiled in an unseemly conspiracy."
s5048,The Cloverfield Paradox,Movie,2018,2018-02-05,2018,2,PG-13,MPAA-like,Teen,False,102 min,102,min,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality."
s5049,Coach Snoop,TV Show,2018,2018-02-02,2018,2,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,"Fueled by his own rough upbringing, Snoop Dogg creates a youth football league to keep at-risk kids off the streets and focused on their goals."
s505,The War Next-door,TV Show,2021,2021-07-07,2021,7,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,"When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences."
s5050,Kavin Jay: Everybody Calm Down!,Movie,2018,2018-02-02,2018,2,TV-MA,TV Parental Guidelines,Mature,False,53 min,53,min,"On a mission to defy stereotypes, Malaysian stand-up comedian Kavin Jay shares stories about growing up in the VHS era with his Singapore audience."
s5051,On Body and Soul,Movie,2017,2018-02-02,2018,2,TV-MA,TV Parental Guidelines,Mature,False,116 min,116,min,Two shy and socially awkward co-workers in Budapest form a special bond through a mysterious mystic connection that manifests in a dream.
s5052,The Bros,Movie,2017,2018-02-02,2018,2,TV-14,TV Parental Guidelines,Teen,False,102 min,102,min,"Reunited in their hometown for their father's funeral, two self-interested brothers meet a peculiar woman who shares a huge secret about their family."
s5053,Liberated: The New Sexual Revolution,Movie,2017,2018-02-01,2018,2,TV-MA,TV Parental Guidelines,Mature,False,86 min,86,min,"Filmmakers explore how pop culture shapes a new generation's beliefs about gender, sexuality and violence on display among students on spring break."
s5054,Newness,Movie,2017,2018-02-01,2018,2,TV-MA,TV Parental Guidelines,Mature,False,117 min,117,min,"Martin and Gabi try to form a relationship after meeting through a hookup app, but when boredom creeps in, they seek out an unconventional solution."
s5055,Under Arrest,TV Show,2016,2018-02-01,2018,2,TV-MA,TV Parental Guidelines,Mature,False,8 Seasons,8,season,"Cameras follow police officers as they solve crimes, assist the public and arrest lawbreakers in this reality series."
s5056,Expedition Happiness,Movie,2017,2018-01-31,2018,1,TV-PG,TV Parental Guidelines,Family,False,96 min,96,min,"A filmmaker and his musician girlfriend attempt an epic road trip with their dog, traveling across North America in a refurbished school bus."
s5057,Jerry Seinfeld: I'm Telling You for the Last Time,Movie,1998,2018-01-30,2018,1,TV-14,TV Parental Guidelines,Teen,False,69 min,69,min,"Months after his classic TV sitcom ends, the legendary comic returns to his stand-up roots to deliver his best jokes on a sold-out international tour."
s5058,Retribution,TV Show,2016,2018-01-30,2018,1,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,A dark web of secrets and lies emerges when a newlywed couple is killed and detectives question their feuding families.
s5059,Holy Camp!,Movie,2017,2018-01-29,2018,1,TV-MA,TV Parental Guidelines,Mature,False,108 min,108,min,"In this musical comedy, two rebellious teen girls who love electronic music have a life-changing brush with the divine at a camp run by nuns."
s506,Therapy,Movie,2020,2021-07-07,2021,7,TV-PG,TV Parental Guidelines,Family,False,85 min,85,min,A young dysfunctional couple tries to patch up their relationship through sessions with a highly unconventional therapist.
s5060,A Futile and Stupid Gesture,Movie,2018,2018-01-26,2018,1,TV-MA,TV Parental Guidelines,Mature,False,102 min,102,min,"In a brief life full of triumph and failure, ""National Lampoon"" co-founder Doug Kenney built a comedy empire, molding pop culture in the 1970s."
s5061,Fakkah Fuzz: Almost Banned,Movie,2018,2018-01-26,2018,1,TV-MA,TV Parental Guidelines,Mature,False,61 min,61,min,Stand-up comic Fakkah Fuzz mines cross-cultural humor from the experience of growing up as an outspoken Malay man in Singapore.
s5062,Mau Nieto: Viviendo sobrio… desde el bar,Movie,2018,2018-01-26,2018,1,TV-MA,TV Parental Guidelines,Mature,False,57 min,57,min,"Performing at a bar, Mexican stand-up comedian Mau Nieto dishes on his modest upbringing, his failed relationships and his attempts to stay sober."
s5063,Sebastián Marcelo Wainraich,Movie,2018,2018-01-26,2018,1,TV-MA,TV Parental Guidelines,Mature,False,49 min,49,min,"Argentine comedian Sebastián Wainraich highlights the comedy in everyday life, from minibars to reasons why funerals are better than weddings."
s5064,The Adventures of Puss in Boots,TV Show,2018,2018-01-26,2018,1,TV-Y7,TV Parental Guidelines,Kids,False,6 Seasons,6,season,"The world's greatest feline fighter, lover and milk connoisseur takes on daring adventures in exotic locations in this family-friendly comedy series."
s5065,Acts of Vengeance,Movie,2017,2018-01-25,2018,1,R,MPAA-like,Mature,False,87 min,87,min,"Devastated by the murder of his wife and child, a formerly fast-talking lawyer takes a vow of silence and trains himself for a mission of revenge."
s5066,Prison Playbook,TV Show,2017,2018-01-24,2018,1,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,"With his major league baseball debut right around the corner, a star pitcher lands in prison and must learn to navigate his new world."
s5067,Ricardo Quevedo: Hay gente así,Movie,2018,2018-01-24,2018,1,TV-MA,TV Parental Guidelines,Mature,False,59 min,59,min,"Droll comic Ricardo Quevedo hits Bogotá with a set that touches on embarrassing misunderstandings, sex talk, the thrill of being scared and more."
s5068,Todd Glass: Act Happy,Movie,2018,2018-01-23,2018,1,TV-MA,TV Parental Guidelines,Mature,False,63 min,63,min,Try to keep up as comedian Todd Glass delivers rapid-fire stand-up that bounces from his heart attack to his coming out to how to eat a Kit Kat.
s5069,Countdown to Death: Pablo Escobar,Movie,2017,2018-01-22,2018,1,TV-MA,TV Parental Guidelines,Mature,False,69 min,69,min,"Through rare interviews, images and wiretap audio, this documentary reconstructs the last nine years of Colombian drug lord Pablo Escobar's life."
s507,This Little Love Of Mine,Movie,2021,2021-07-07,2021,7,TV-G,TV Parental Guidelines,Family,False,92 min,92,min,A workaholic lawyer returns to her island home to convince an old friend to take over his family’s company — but rekindled feelings soon get in the way.
s5070,The Shannara Chronicles,TV Show,2018,2018-01-22,2018,1,TV-MA,TV Parental Guidelines,Mature,False,2 Seasons,2,season,"After the destruction of civilization, three young heroes become Earth's last hope for salvation when a massive force of demons threatens the planet."
s5071,Love and Hong Kong,TV Show,2017,2018-01-20,2018,1,TV-PG,TV Parental Guidelines,Family,False,1 Season,1,season,The lives of five strangers become intertwined forever when a starlet filming a documentary is kidnapped on the streets of Hong Kong.
s5072,Harith Iskander: I Told You So,Movie,2018,2018-01-19,2018,1,TV-14,TV Parental Guidelines,Teen,False,62 min,62,min,"Malaysian stand-up comedy icon Harith Iskander takes the stage in Kuala Lumpur to talk about Singapore, a past girlfriend, Rick Astley and more."
s5073,Step Sisters,Movie,2018,2018-01-19,2018,1,PG-13,MPAA-like,Teen,False,108 min,108,min,"With her Harvard Law dreams on the line, a black sorority leader agrees to help a rhythmically challenged sisterhood win a step dance championship."
s5074,The Open House,Movie,2018,2018-01-19,2018,1,TV-MA,TV Parental Guidelines,Mature,False,95 min,95,min,"Following a tragedy, a mother and her teen son move to a relative's vacant vacation home, where eerie and unexplained forces conspire against them."
s5075,Bad Day for the Cut,Movie,2017,2018-01-18,2018,1,TV-MA,TV Parental Guidelines,Mature,False,99 min,99,min,"A mild-mannered, middle-aged Irish farmer devoted to his mother embarks on a violent quest for revenge when she's murdered in a home invasion."
s5076,Tiempos de guerra,TV Show,2017,2018-01-18,2018,1,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,"In 1921, nurse trainees from Madrid's upper class open a hospital in Melilla for Rif War soldiers, finding friendship and romance while saving lives."
s5077,Arango y Sanint: Ríase el show,Movie,2018,2018-01-17,2018,1,TV-MA,TV Parental Guidelines,Mature,False,62 min,62,min,"Colombian stand-up comedians Antonio Sanint and Julián Arango impersonate an Argentine visitor and a cabbie, and a pair of dirty old men at the opera."
s5078,Godzilla,TV Show,2017,2018-01-17,2018,1,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,"A desperate group of refugees attempts to recolonize Earth 20,000 years after Godzilla took over. But one young man wants revenge above all else."
s5079,Katt Williams: Great America,Movie,2018,2018-01-16,2018,1,TV-MA,TV Parental Guidelines,Mature,False,60 min,60,min,"The King of underground comedy delivers unflinching riffs on the American political climate, racial tensions, sex and his disdain for roast beef."
s508,Three Thieves,Movie,2019,2021-07-07,2021,7,TV-14,TV Parental Guidelines,Teen,False,108 min,108,min,"Frustrated at work, three young men use a case of mistaken identity to pull off a seemingly simple crime – but their scheme comically unravels."
s5080,Alibaba Aur 40 Chor,Movie,1980,2018-01-15,2018,1,TV-14,TV Parental Guidelines,Teen,False,147 min,147,min,A simple village man is thrown into a web of political intrigue after he takes on a powerful and ruthless gang of bandits.
s5081,Pyar Ke Do Pal,Movie,1986,2018-01-15,2018,1,TV-14,TV Parental Guidelines,Teen,False,153 min,153,min,"Twins separated by a court order meet at camp and decide to reunite their parents, unaware of the dark secret that drove them apart years before."
s5082,Rip Tide,Movie,2017,2018-01-15,2018,1,TV-PG,TV Parental Guidelines,Family,False,87 min,87,min,"Following an embarrassing viral video, a New York model decides to escape from her suffocating existence by visiting her faraway aunt in Australia."
s5083,Disjointed,TV Show,2018,2018-01-12,2018,1,TV-MA,TV Parental Guidelines,Mature,False,2 Seasons,2,season,Pot activist Ruth Whitefeather Feldman runs a medical marijuana dispensary while encouraging her loyal patients to chill out and enjoy the high life.
s5084,Milada,Movie,2017,2018-01-12,2018,1,TV-14,TV Parental Guidelines,Teen,False,124 min,124,min,Politician and human rights campaigner Milada Horáková battles against all odds to defend her beliefs in a Czechoslovakia under Communist rule.
s5085,The Polka King,Movie,2018,2018-01-12,2018,1,TV-14,TV Parental Guidelines,Teen,False,94 min,94,min,"Determined to make it big in America, Polish-born bandleader Jan Lewan draws his fans into a Ponzi scheme in this comedy based on a true story."
s5086,The Reservoir Game,Movie,2017,2018-01-12,2018,1,TV-MA,TV Parental Guidelines,Mature,False,100 min,100,min,"An investigative reporter seeks to expose the whereabouts of a slush fund belonging to the former president of South Korea, Lee Myung-bak."
s5087,Tom Segura: Disgraceful,Movie,2018,2018-01-12,2018,1,TV-MA,TV Parental Guidelines,Mature,False,71 min,71,min,"Tom Segura gives voice to the sordid thoughts you'd never say out loud, with blunt musings on porn, parking lot power struggles, parenthood and more."
s5088,Alejandro Riaño: Especial de stand up,Movie,2018,2018-01-10,2018,1,TV-MA,TV Parental Guidelines,Mature,False,60 min,60,min,"Colombian comedian Alejandro Riaño discusses the perks of dating a she-wolf, styles of dancing, the quirks of Bogotá men and soccer game announcers."
s5089,The House Next Door,Movie,2017,2018-01-09,2018,1,TV-MA,TV Parental Guidelines,Mature,False,135 min,135,min,"In this Hindi version of ""Aval,"" a young couple's relationship is shaken to its core when a mysterious and troubled family moves into the neighborhood."
s509,A Land Imagined,Movie,2019,2021-07-06,2021,7,TV-MA,TV Parental Guidelines,Mature,False,95 min,95,min,A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.
s5090,Tundukkan Playboy Itu,TV Show,2016,2018-01-08,2018,1,TV-PG,TV Parental Guidelines,Family,False,1 Season,1,season,"Under pressure from his parents to settle down, a pleasure-seeking playboy falls for a woman who's like nobody he's ever met."
s5091,Episodes,TV Show,2017,2018-01-06,2018,1,TV-MA,TV Parental Guidelines,Mature,False,5 Seasons,5,season,"Hoping to create an American version of their hit British sitcom, two screenwriters run into cultural obstacles, starting with the lead character."
s5092,Before I Wake,Movie,2016,2018-01-05,2018,1,PG-13,MPAA-like,Teen,False,97 min,97,min,"Still mourning the death of their son, Mark and Jessie welcome foster child Cody into their lives. Soon they discover he has a strange ability."
s5093,Devilman Crybaby,TV Show,2018,2018-01-05,2018,1,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,"With demons reawakened and humanity in turmoil, a sensitive demon-boy is led into a brutal, degenerate war against evil by his mysterious friend, Ryo."
s5094,Mustang Island,Movie,2017,2018-01-02,2018,1,TV-14,TV Parental Guidelines,Teen,False,86 min,86,min,"After being dumped on New Year's Eve, Bill pursues his ex-girlfriend to an off-season Gulf Coast beach town, but things get complicated along the way."
s5095,Eve's Apple,Movie,2017,2018-01-01,2018,1,TV-MA,TV Parental Guidelines,Mature,False,91 min,91,min,Interviews with global policymakers and girls in Gambia and Kenya detail the horrors of female genital mutilation and the growing efforts to end it.
s5096,Fullmetal Alchemist,TV Show,2003,2018-01-01,2018,1,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,"Brothers Edward and Alphonse use alchemy to resurrect their mother, but they unleash a chemical reaction that tears apart their bodies."
s5097,Fullmetal Alchemist: Brotherhood,TV Show,2010,2018-01-01,2018,1,TV-14,TV Parental Guidelines,Teen,False,5 Seasons,5,season,After both suffer physical damage – brothers Edward and Alphonse battle nefarious forces to try to reclaim their bodies in this supernatural anime.
s5098,Lovesick,TV Show,2018,2018-01-01,2018,1,TV-MA,TV Parental Guidelines,Mature,False,3 Seasons,3,season,"In his quest for true love, Dylan found chlamydia. Joined by friends Evie and Luke, he relives past encounters as he notifies all his former partners."
s5099,Pokémon: Indigo League,TV Show,2000,2018-01-01,2018,1,TV-Y7,TV Parental Guidelines,Kids,False,1 Season,1,season,"Explore the world of Pokémon with 10-year-old Ash Ketchum and his partner, Pikachu, as they aim for Ash's ultimate goal: becoming a Pokémon master."
s51,Dharmakshetra,TV Show,2014,2021-09-15,2021,9,TV-PG,TV Parental Guidelines,Family,False,1 Season,1,season,"After the ancient Great War, the god Chitragupta oversees a trial to determine who were the battle's true heroes and villains."
s510,Ask the StoryBots,TV Show,2019,2021-07-06,2021,7,TV-Y,TV Parental Guidelines,Kids,False,3 Seasons,3,season,"Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth."
s5100,The Frozen Dead,TV Show,2017,2018-01-01,2018,1,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,A grisly find atop a mountain in the French Pyrenees leads investigator Martin Servaz into a twisted dance with a serial killer in this icy thriller.
s5101,Dave Chappelle: Equanimity & The Bird Revelation,TV Show,2017,2017-12-31,2017,12,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,"Comedy titan Dave Chappelle caps a wild year with two stand-up specials packed with scorching new material, self-reflection and tough love."
s5102,Fun Mom Dinner,Movie,2017,2017-12-31,2017,12,R,MPAA-like,Mature,False,82 min,82,min,"Four preschool moms with little in common need a night out to take a break from their kids. But one thing leads to another, and things get rowdy."
s5103,Goon: Last of the Enforcers,Movie,2016,2017-12-30,2017,12,R,MPAA-like,Mature,False,102 min,102,min,"Injury and family push hockey player Doug Glatt into retirement, but his plans change when his beloved former team appoints his nemesis as captain."
s5104,La Mante,TV Show,2017,2017-12-29,2017,12,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,"Decades after her capture, a serial killer offers to help solve a string of copycat murders – but only if her son, now a cop, will work by her side."
s5105,The Climb,Movie,2017,2017-12-29,2017,12,TV-14,TV Parental Guidelines,Teen,False,105 min,105,min,A young Senegalese-French man from humble roots sets out to climb Mount Everest to impress the woman he loves – and slowly becomes a media sensation.
s5106,Wadi,TV Show,2015,2017-12-29,2017,12,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,"After the death of his father, a passive and good-natured teenager named Wadi struggles with family, work and love."
s5107,Bibi & Tina: Tohuwabohu Total,Movie,2017,2017-12-27,2017,12,TV-14,TV Parental Guidelines,Teen,False,106 min,106,min,Teen witch Bibi and her pal Tina return to the screen to reconcile a runaway girl with her narrow-minded family and save Falkenstein Castle from chaos.
s5108,Mr. Roosevelt,Movie,2017,2017-12-26,2017,12,TV-MA,TV Parental Guidelines,Mature,False,91 min,91,min,"A struggling comedian returns to Austin, Texas, to see her ailing cat and face her messy past – while staying with her ex and his new girlfriend."
s5109,Todd Barry: Spicy Honey,Movie,2017,2017-12-26,2017,12,TV-MA,TV Parental Guidelines,Mature,False,61 min,61,min,"With bone-dry wit, stand-up comic Todd Barry dissects texting emergencies, Hitler's taste in wine, pricey soap, cheap pizza and much more."
s511,Between,TV Show,2016,2021-07-06,2021,7,TV-14,TV Parental Guidelines,Teen,False,2 Seasons,2,season,"After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them."
s5110,Part-Time Idol,TV Show,2017,2017-12-25,2017,12,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,"After taking a break from the business, a music producer returns with a new project in mind: launching a co-ed pop idol group."
s5111,Creep 2,Movie,2017,2017-12-23,2017,12,TV-MA,TV Parental Guidelines,Mature,False,80 min,80,min,"A video artist finds the perfect character for a sensational piece, but the subject of her dreams soon reveals his insidious side."
s5112,Myths & Monsters,TV Show,2017,2017-12-23,2017,12,TV-PG,TV Parental Guidelines,Family,False,1 Season,1,season,This documentary series takes us to the mythic landscapes of Europe to explore some of most enduring legends produced by European culture.
s5113,72 Dangerous Animals: Latin America,TV Show,2017,2017-12-22,2017,12,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,"Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures."
s5114,Bright,Movie,2017,2017-12-22,2017,12,TV-MA,TV Parental Guidelines,Mature,False,118 min,118,min,"In an LA rife with interspecies tensions, a human cop and his orc partner stumble on a powerful object and become embroiled in a prophesied turf war."
s5115,Desire,Movie,2017,2017-12-21,2017,12,TV-MA,TV Parental Guidelines,Mature,False,94 min,94,min,A young woman arrives at her estranged sister's wedding to mend fences but falls prey to lust when she meets the groom.
s5116,48 Christmas Wishes,Movie,2017,2017-12-20,2017,12,TV-G,TV Parental Guidelines,Family,False,84 min,84,min,"When a small town's letters to Santa accidentally go up in smoke, two elves venture out of the North Pole to retrieve every missing wish."
s5117,Jeremiah Tower: The Last Magnificent,Movie,2016,2017-12-20,2017,12,R,MPAA-like,Mature,False,103 min,103,min,"This documentary profiles influential chef Jeremiah Tower, who played a pivotal role in the invention of a revolutionary new American cuisine."
s5118,Russell Howard: Recalibrate,Movie,2017,2017-12-19,2017,12,TV-MA,TV Parental Guidelines,Mature,False,69 min,69,min,"Self-deprecating comic Russell Howard plows ahead through politics, porn, social media and his own shortcomings. Yet he somehow keeps it positive."
s5119,The Indian Detective,TV Show,2017,2017-12-19,2017,12,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,"In this crime dramedy, a suspended Canadian cop visits his father in Mumbai and assists in investigating a huge criminal operation with links to home."
s512,Chelsea,TV Show,2017,2021-07-06,2021,7,TV-MA,TV Parental Guidelines,Mature,False,2 Seasons,2,season,"It's not her first talk show, but it is a first of its kind. Ideas, people and places that fascinate her, all in her unique style."
s5120,"Hello, My Twenties!",TV Show,2017,2017-12-18,2017,12,TV-MA,TV Parental Guidelines,Mature,False,2 Seasons,2,season,"With different personalities, life goals and taste in men, five female college students become housemates in a shared residence called Belle Epoque."
s5121,Cheuk Wan-Chi: Two Night Stand,TV Show,2015,2017-12-15,2017,12,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,Writer and stand-up comedian Cheuk Wan-chi cracks wise at the follies of single womanhood and takes on politics in Hong Kong with nuance and flair.
s5122,Christmas Inheritance,Movie,2017,2017-12-15,2017,12,TV-G,TV Parental Guidelines,Family,False,105 min,105,min,"To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others."
s5123,Muramba,Movie,2017,2017-12-15,2017,12,TV-MA,TV Parental Guidelines,Mature,False,128 min,128,min,A young man and his parents ponder the reasons behind the recent breakdown of a relationship he was in – and the possibility of reconciliation.
s5124,Pottersville,Movie,2017,2017-12-15,2017,12,PG-13,MPAA-like,Teen,False,86 min,86,min,"A man's drunken romp in a gorilla suit gets him mistaken for Bigfoot, drawing media attention and tourist dollars to his struggling small town."
s5125,Seoul Searching,Movie,2015,2017-12-15,2017,12,TV-MA,TV Parental Guidelines,Mature,False,109 min,109,min,Teens of Korean descent who were born and raised in other countries travel to Seoul to learn about their cultural heritage at a summer camp in 1986.
s5126,Wormwood,TV Show,2017,2017-12-15,2017,12,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,"In this genre-bending tale, Errol Morris explores the mysterious death of a U.S. scientist entangled in a secret Cold War program known as MK-Ultra."
s5127,Halt and Catch Fire,TV Show,2017,2017-12-14,2017,12,TV-14,TV Parental Guidelines,Teen,False,4 Seasons,4,season,"Re-creating the dawn of the personal computer era, this digital drama tracks the fates of an industry visionary and his brilliant colleagues."
s5128,Judd Apatow: The Return,Movie,2017,2017-12-12,2017,12,TV-MA,TV Parental Guidelines,Mature,False,70 min,70,min,"Judd Apatow returns to stand-up comedy after 25 years, riffing on living with three women, amusing moments from his career and much more."
s5129,Dawai Asmara,TV Show,2016,2017-12-11,2017,12,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,"Following life-changing traumas, two girls from different backgrounds fight to discover the identities of their biological parents."
s513,Code Lyoko,TV Show,2007,2021-07-06,2021,7,TV-Y7,TV Parental Guidelines,Kids,False,4 Seasons,4,season,"After discovering a parallel universe hidden inside a supercomputer, four students must stop a renegade virus from destroying the secret world."
s5130,El Camino Christmas,Movie,2017,2017-12-08,2017,12,TV-MA,TV Parental Guidelines,Mature,False,89 min,89,min,"Stuck in a liquor store during an alleged robbery, a group of strangers shares hidden truths and forms an unexpected bond on Christmas Eve."
s5131,Jaal,Movie,1986,2017-12-08,2017,12,TV-14,TV Parental Guidelines,Teen,False,162 min,162,min,"When a mysterious woman hires Shankar to spy on a family, he must determine how his own father's abandonment figures into the situation."
s5132,Shikari,Movie,1991,2017-12-08,2017,12,TV-14,TV Parental Guidelines,Teen,False,163 min,163,min,"When Shankar, who performs on the road with partner Chanchal and elephant Appu, falls for a Russian circus performer, jealousies and conflicts arise."
s5133,The Secret,Movie,2006,2017-12-07,2017,12,TV-14,TV Parental Guidelines,Teen,False,91 min,91,min,"An assembly of writers, philosophers and scientists share The Secret, which reputedly brought success to Plato, da Vinci, Einstein and other greats."
s5134,Trolls Holiday Special,Movie,2017,2017-12-06,2017,12,TV-Y7,TV Parental Guidelines,Kids,False,27 min,27,min,"When Queen Poppy realizes that Bridget and the Bergens don't have any holidays, she hatches a plan for Branch and the Snack Pack to help create one."
s5135,Craig Ferguson: Tickle Fight,Movie,2017,2017-12-05,2017,12,TV-MA,TV Parental Guidelines,Mature,False,67 min,67,min,"Cheeky comic Craig Ferguson keeps it casual as he discusses '70s porn, Japanese toilets and his mildly crime-filled days as a talk show host."
s5136,Jab Harry Met Sejal,Movie,2017,2017-12-02,2017,12,TV-MA,TV Parental Guidelines,Mature,False,142 min,142,min,A philandering tour guide in Europe begins to develop feelings for one of his clients while helping her search for her lost engagement ring.
s5137,Temple,Movie,2017,2017-12-02,2017,12,TV-MA,TV Parental Guidelines,Mature,False,78 min,78,min,Three unsuspecting American tourists visit a mysterious mountain shrine in Japan despite uncanny warnings from local inhabitants to stay away.
s5138,A StoryBots Christmas,Movie,2017,2017-12-01,2017,12,TV-Y,TV Parental Guidelines,Kids,False,26 min,26,min,"Bo thinks her holiday gift-giving isn't good enough, so she heads north to study under Santa Claus – only to find he's missing."
